video,method,seeds,mean_reward_mean,mean_reward_std,bitrate_mean,bitrate_std,rebuf_mean,rebuf_std,smooth_mean,smooth_std
video1,Final,5,0.8860590764453219,0.04727023054899658,1050.91796875,33.54555232849336,0.061621251870116814,0.012373635352962976,0.08352604166666666,0.019849494934550505
video1,Genet,5,0.8587018638106706,0.024263983867282304,1104.8270833333331,6.278531231672104,0.07921997519292988,0.004331318542742243,0.08854791666666666,0.003214158672533484
video2,Final,5,0.6217954478588592,0.15103915947688373,945.70625,26.824344015420763,0.09301007773808694,0.0367670714087925,0.07886041666666667,0.017593780220025355
video2,Genet,5,0.6659395607755034,0.027387209169684394,900.7708333333334,5.871244921401538,0.07501020706423868,0.006462502740597124,0.06810000000000001,0.0029658666553574386
