video,method,mean_reward_mean,mean_reward_std,bitrate_mean,bitrate_std,rebuf_mean,rebuf_std,smooth_mean,smooth_std
video1,genet,0.8587018638106706,0.024263983867282277,1104.8270833333331,6.27853123167217,0.07921997519292989,0.004331318542742249,0.08854791666666666,0.003214158672533483
video1,final,0.8967171976122051,0.04748119265308709,1057.0354166666668,33.680857351167916,0.06095194860052618,0.011407117623916569,0.08208541666666666,0.024073096287011982
video2,genet,0.6659395607755035,0.02738720916968438,900.7708333333334,5.871244921401534,0.07501020706423868,0.006462502740597124,0.06810000000000001,0.002965866655357436
video2,final,0.6217954478588592,0.15103915947688373,945.70625,26.824344015420742,0.09301007773808694,0.0367670714087925,0.07886041666666668,0.017593780220025355
